#name	canonicalname	id
Acral Fibromyxoma	Acral_Fibromyxoma	C121713
Cellular Digital Fibroma	Acral_Fibromyxoma	C121713
Digital Fibromyxoma	Acral_Fibromyxoma	C121713
Acral_Lentiginous_Malignant_Melanoma	Acral_Lentiginous_Malignant_Melanoma	C4022
Acral Lentiginous Melanoma	Acral_Lentiginous_Malignant_Melanoma	C4022
Acral Lentiginous Malignant Melanoma	Acral_Lentiginous_Malignant_Melanoma	C4022
Acral_Skin_Nevus	Acral_Skin_Nevus	C54659
Acral Skin Nevus	Acral_Skin_Nevus	C54659
Nevus of Acral Skin	Acral_Skin_Nevus	C54659
Acrosyringeal_Nevus	Acrosyringeal_Nevus	C4739
Acrosyringeal Nevus	Acrosyringeal_Nevus	C4739
Actinic_Solar_Keratosis	Actinic_Solar_Keratosis	C3148
Actinic (Solar) Keratosis	Actinic_Solar_Keratosis	C3148
Actinic Keratosis	Actinic_Solar_Keratosis	C3148
Senile Hyperkeratosis	Actinic_Solar_Keratosis	C3148
Senile Keratosis	Actinic_Solar_Keratosis	C3148
Solar Keratosis	Actinic_Solar_Keratosis	C3148
actinic keratosis	Actinic_Solar_Keratosis	C3148
senile keratosis	Actinic_Solar_Keratosis	C3148
solar keratosis	Actinic_Solar_Keratosis	C3148
Acute_Adult_T-Cell_Lymphoma_Leukemia	Acute_Adult_T-Cell_Lymphoma_Leukemia	C36265
Acute Adult T-Cell Leukemia/Lymphoma	Acute_Adult_T-Cell_Lymphoma_Leukemia	C36265
Acute Adult T-Cell Lymphoma/Leukemia	Acute_Adult_T-Cell_Lymphoma_Leukemia	C36265
Acute_Basophilic_Leukemia	Acute_Basophilic_Leukemia	C3164
Acute Basophilic Leukemia	Acute_Basophilic_Leukemia	C3164
Basophilic Leukemia	Acute_Basophilic_Leukemia	C3164
Leukemia Basophilic	Acute_Basophilic_Leukemia	C3164
Acute_Bilineal_Leukemia	Acute_Bilineal_Leukemia	C6923
Acute Bilineal Leukemia	Acute_Bilineal_Leukemia	C6923
Acute_Biphenotypic_Leukemia	Acute_Biphenotypic_Leukemia	C4673
Acute Biphenotypic Leukemia	Acute_Biphenotypic_Leukemia	C4673
Acute_Eosinophilic_Leukemia	Acute_Eosinophilic_Leukemia	C26813
Acute Eosinophilic Leukemia	Acute_Eosinophilic_Leukemia	C26813
Acute_Erythroid_Leukemia	Acute_Erythroid_Leukemia	C8923
Acute Erythroid Leukemia	Acute_Erythroid_Leukemia	C8923
AEL	Acute_Erythroid_Leukemia	C8923
Acute Erythroblastic Leukemia	Acute_Erythroid_Leukemia	C8923
Erythroblastic Leukemia	Acute_Erythroid_Leukemia	C8923
FAB M6	Acute_Erythroid_Leukemia	C8923
Fab M6	Acute_Erythroid_Leukemia	C8923
LEUKEMIA, ERYTHROID, MALIGNANT	Acute_Erythroid_Leukemia	C8923
M6 Acute Myeloid Leukemia	Acute_Erythroid_Leukemia	C8923
Acute_Leukemia	Acute_Leukemia	C9300
Acute Leukemia	Acute_Leukemia	C9300
acute leukemia	Acute_Leukemia	C9300
Acute_Leukemia_of_Ambiguous_Lineage	Acute_Leukemia_of_Ambiguous_Lineage	C7464
Acute Leukemia of Ambiguous Lineage	Acute_Leukemia_of_Ambiguous_Lineage	C7464
Acute Leukemia of Indeterminate Lineage	Acute_Leukemia_of_Ambiguous_Lineage	C7464
Acute_Lymphoblastic_Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute Lymphoblastic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
ALL	Acute_Lymphoblastic_Leukemia	C3167
ALL - Acute Lymphocytic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute Lymphocytic Leukaemia	Acute_Lymphoblastic_Leukemia	C3167
Acute Lymphocytic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute Lymphocytic Leukemias	Acute_Lymphoblastic_Leukemia	C3167
Acute Lymphogenous Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute Lymphoid Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute lymphoblastic leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute lymphoblastic leukemia, NOS	Acute_Lymphoblastic_Leukemia	C3167
LEUKEMIA, LYMPHOBLASTIC, MALIGNANT	Acute_Lymphoblastic_Leukemia	C3167
Lymphoblastic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Precursor Cell Lymphoblastic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Precursor Lymphoblasic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
Precursor Lymphoblastic Leukemia	Acute_Lymphoblastic_Leukemia	C3167
acute lymphoblastic leukemia	Acute_Lymphoblastic_Leukemia	C3167
acute lymphocytic leukemia	Acute_Lymphoblastic_Leukemia	C3167
Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
Acute Lymphoblastic Leukemia by Gene Expression Profile	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
ALL Gene Expression Cluster Subtype	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
ALL Gene Expression Subtype	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
ALL by Gene Expression Profile	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
ALL by Gene Expression Signature	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
Acute Lymphoblastic Leukemia Gene Expression Subtype	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
Acute Lymphoblastic Leukemia by Gene Expression Signature	Acute_Lymphoblastic_Leukemia_by_Gene_Expression_Profile	C121973
Acute_Lymphoblastic_Leukemia_by_ROSE_Cluster	Acute_Lymphoblastic_Leukemia_by_ROSE_Cluster	C121978
Acute Lymphoblastic Leukemia by ROSE Cluster	Acute_Lymphoblastic_Leukemia_by_ROSE_Cluster	C121978
ALL Gene Expression Cluster; ALL ROSE Cluster	Acute_Lymphoblastic_Leukemia_by_ROSE_Cluster	C121978
Acute Lymphoblastic Leukemia Gene Expression Cluster	Acute_Lymphoblastic_Leukemia_by_ROSE_Cluster	C121978
Acute Lymphoblastic Leukemia ROSE Cluster	Acute_Lymphoblastic_Leukemia_by_ROSE_Cluster	C121978
Acute_Megakaryoblastic_Leukemia	Acute_Megakaryoblastic_Leukemia	C3170
Acute Megakaryoblastic Leukemia	Acute_Megakaryoblastic_Leukemia	C3170
Acute M7 Myeloid Leukemia	Acute_Megakaryoblastic_Leukemia	C3170
Acute Megakaryoblastic Leukemia (FAB Type M7)	Acute_Megakaryoblastic_Leukemia	C3170
Acute Megakaryoblastic Leukemia (Fab Type M7)	Acute_Megakaryoblastic_Leukemia	C3170
Acute Megakaryocytic Leukemia	Acute_Megakaryoblastic_Leukemia	C3170
FAB M7	Acute_Megakaryoblastic_Leukemia	C3170
Fab M7	Acute_Megakaryoblastic_Leukemia	C3170
LEUKEMIA, MEGAKARYOCYTIC, MALIGNANT	Acute_Megakaryoblastic_Leukemia	C3170
Acute_Monoblastic_Leukemia	Acute_Monoblastic_Leukemia	C7171
Acute Monoblastic Leukemia	Acute_Monoblastic_Leukemia	C7171
Acute Monoblastic Leukemia (FAB M5a)	Acute_Monoblastic_Leukemia	C7171
Acute_Monoblastic_Leukemia_and_Acute_Monocytic_Leukemia	Acute_Monoblastic_Leukemia_and_Acute_Monocytic_Leukemia	C7318
Acute Monoblastic and Monocytic Leukemia	Acute_Monoblastic_Leukemia_and_Acute_Monocytic_Leukemia	C7318
Acute Monoblastic Leukemia and Acute Monocytic Leukemia	Acute_Monoblastic_Leukemia_and_Acute_Monocytic_Leukemia	C7318
Acute Myeloid Leukemia M5	Acute_Monoblastic_Leukemia_and_Acute_Monocytic_Leukemia	C7318
Acute_Myeloid_Leukemia	Acute_Myeloid_Leukemia	C3171
Acute Myeloid Leukemia	Acute_Myeloid_Leukemia	C3171
AML	Acute_Myeloid_Leukemia	C3171
AML - Acute Myeloid Leukemia	Acute_Myeloid_Leukemia	C3171
ANLL	Acute_Myeloid_Leukemia	C3171
Acute Granulocytic Leukemia	Acute_Myeloid_Leukemia	C3171
Acute Megakaryocytic Leukemia	Acute_Myeloid_Leukemia	C3171
Acute Myeloblastic Leukemia	Acute_Myeloid_Leukemia	C3171
Acute Myelocytic Leukemia	Acute_Myeloid_Leukemia	C3171
Acute Myelogenous Leukemia	Acute_Myeloid_Leukemia	C3171
Acute Myelogenous Leukemias	Acute_Myeloid_Leukemia	C3171
Acute Nonlymphocytic Leukemia	Acute_Myeloid_Leukemia	C3171
Acute myeloid leukemia	Acute_Myeloid_Leukemia	C3171
Hematopoeitic - Acute Myleogenous Leukemia (AML)	Acute_Myeloid_Leukemia	C3171
acute myeloblastic leukemia	Acute_Myeloid_Leukemia	C3171
acute myelogenous leukemia	Acute_Myeloid_Leukemia	C3171
acute myeloid leukemia	Acute_Myeloid_Leukemia	C3171
acute nonlymphocytic leukemia	Acute_Myeloid_Leukemia	C3171
Acute_Myeloid_Leukemia_Megakaryoblastic_with_t_1_22_p13_q13_RBM15-MKL1	Acute_Myeloid_Leukemia_Megakaryoblastic_with_t_1_22_p13_q13_RBM15-MKL1	C82427
Acute Myeloid Leukemia (Megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1	Acute_Myeloid_Leukemia_Megakaryoblastic_with_t_1_22_p13_q13_RBM15-MKL1	C82427
Acute_Myeloid_Leukemia_Minimally_Differentiated	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myeloid Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
AML with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myeloblastic Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myeloblastic Leukemia, Minimally Differentiated	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myelocytic Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myelogenous Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myeloid Leukemia with Minimal Differentiation (MO)	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute Myeloid Leukemia, Minimally Differentiated	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Acute Granulocytic Leukemia	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Acute Granulocytic Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Acute Myeloblastic Leukemia	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Acute Myelocytic Leukemia	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Acute Myelogenous Leukemia	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Acute Myelogenous Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Myeloid Leukemia	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
M0 Myeloid Leukemia with Minimal Differentiation	Acute_Myeloid_Leukemia_Minimally_Differentiated	C8460
Acute_Myeloid_Leukemia_Transient_Myeloproliferative_Disorder_in_Down_Syndrome	Acute_Myeloid_Leukemia_Transient_Myeloproliferative_Disorder_in_Down_Syndrome	C43223
Myeloid Leukemia Associated with Down Syndrome	Acute_Myeloid_Leukemia_Transient_Myeloproliferative_Disorder_in_Down_Syndrome	C43223
Acute_Myeloid_Leukemia_not_Otherwise_Categorized	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute Myeloid Leukemia Not Otherwise Specified	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
AML, NOS	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute Myeloid Leukemia NOS	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute Myeloid Leukemia Not Otherwise Categorized	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute Myeloid Leukemia, NOS	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute myeloid leukemia	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute myeloid leukemia, NOS	Acute_Myeloid_Leukemia_not_Otherwise_Categorized	C27753
Acute_Myeloid_Leukemia_with_11q23_MLL_Abnormalities	Acute_Myeloid_Leukemia_with_11q23_MLL_Abnormalities	C6924
Acute Myeloid Leukemia with Variant MLL Translocations	Acute_Myeloid_Leukemia_with_11q23_MLL_Abnormalities	C6924
Acute_Myeloid_Leukemia_with_Abnormal_Marrow_Eosinophils	Acute_Myeloid_Leukemia_with_Abnormal_Marrow_Eosinophils	C9287
Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11	Acute_Myeloid_Leukemia_with_Abnormal_Marrow_Eosinophils	C9287
Acute Myeloid Leukemia with Abnormal Marrow Eosinophils	Acute_Myeloid_Leukemia_with_Abnormal_Marrow_Eosinophils	C9287
Acute Myeloid Leukemia, CBF-beta/MYH11	Acute_Myeloid_Leukemia_with_Abnormal_Marrow_Eosinophils	C9287
Acute Myeloid Leukemia, CBFB-MYH11	Acute_Myeloid_Leukemia_with_Abnormal_Marrow_Eosinophils	C9287
Acute_Myeloid_Leukemia_with_Gene_Mutations	Acute_Myeloid_Leukemia_with_Gene_Mutations	C82430
Acute Myeloid Leukemia with Gene Mutations	Acute_Myeloid_Leukemia_with_Gene_Mutations	C82430
AML with Gene Mutations	Acute_Myeloid_Leukemia_with_Gene_Mutations	C82430
Acute_Myeloid_Leukemia_with_Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute Myeloid Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
AML with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute M2 Myeloid Leukemia	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute Myeloblastic Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute Myelocytic Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute Myelogenous Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute Myeloid Leukemia (AML-M2)	Acute_Myeloid_Leukemia_with_Maturation	C3250
FAB M2	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Granulocytic Leukemia	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myeloblastic Leukemia	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myeloblastic Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myelocytic Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myelogenous Leukemia	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myelogenous Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myeloid Leukemia	Acute_Myeloid_Leukemia_with_Maturation	C3250
M2 Acute Myeloid Leukemia with Maturation	Acute_Myeloid_Leukemia_with_Maturation	C3250
Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia	C7600
Acute Myeloid Leukemia with Myelodysplasia-Related Changes	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia	C7600
AML with Myelodysplasia-Related Changes	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia	C7600
Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia_following_Myelodysplastic_Syndrome	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia_following_Myelodysplastic_Syndrome	C4037
Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia_following_Myelodysplastic_Syndrome	C4037
AML/MDS	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia_following_Myelodysplastic_Syndrome	C4037
Acute Myeloid Leukemia with Multilineage Dysplasia following Myelodysplastic Syndrome	Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia_following_Myelodysplastic_Syndrome	C4037
Acute_Myeloid_Leukemia_with_Mutated_CEBPA	Acute_Myeloid_Leukemia_with_Mutated_CEBPA	C82433
Acute Myeloid Leukemia with Mutated CEBPA	Acute_Myeloid_Leukemia_with_Mutated_CEBPA	C82433
AML with Mutated CEBPA	Acute_Myeloid_Leukemia_with_Mutated_CEBPA	C82433
Acute_Myeloid_Leukemia_with_Mutated_NPM1	Acute_Myeloid_Leukemia_with_Mutated_NPM1	C82431
Acute Myeloid Leukemia with Mutated NPM1	Acute_Myeloid_Leukemia_with_Mutated_NPM1	C82431
AML with Mutated NPM1	Acute_Myeloid_Leukemia_with_Mutated_NPM1	C82431
Acute Myeloid Leukemia with Cytoplasmic Nucleophosmin	Acute_Myeloid_Leukemia_with_Mutated_NPM1	C82431
NPMc+ AML	Acute_Myeloid_Leukemia_with_Mutated_NPM1	C82431
Acute_Myeloid_Leukemia_with_Recurrent_Genetic_Abnormalities	Acute_Myeloid_Leukemia_with_Recurrent_Genetic_Abnormalities	C7175
Acute Myeloid Leukemia with Recurrent Genetic Abnormalities	Acute_Myeloid_Leukemia_with_Recurrent_Genetic_Abnormalities	C7175
Acute_Myeloid_Leukemia_with_inv_16_p13_q22	Acute_Myeloid_Leukemia_with_inv_16_p13_q22	C9018
Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11	Acute_Myeloid_Leukemia_with_inv_16_p13_q22	C9018
Acute Myeloid Leukemia with inv(16)(p13q22)	Acute_Myeloid_Leukemia_with_inv_16_p13_q22	C9018
Acute Myeloid Leukemia with inv(16)(p13q22)(CBFb/MYH11)	Acute_Myeloid_Leukemia_with_inv_16_p13_q22	C9018
Acute Myeloid Leukemia, inv(16)(p13q22)	Acute_Myeloid_Leukemia_with_inv_16_p13_q22	C9018
Acute_Myeloid_Leukemia_with_inv_3_q21_q26_2_RPN1-EVI1	Acute_Myeloid_Leukemia_with_inv_3_q21_q26_2_RPN1-EVI1	C122716
Acute Myeloid Leukemia with inv(3)(q21q26.2); RPN1-EVI1	Acute_Myeloid_Leukemia_with_inv_3_q21_q26_2_RPN1-EVI1	C122716
Acute_Myeloid_Leukemia_with_inv_3_q2_q26_2_or_t_3_3_q21_q26_2_RPN1-EVI1	Acute_Myeloid_Leukemia_with_inv_3_q2_q26_2_or_t_3_3_q21_q26_2_RPN1-EVI1	C82426
Acute Myeloid Leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1	Acute_Myeloid_Leukemia_with_inv_3_q2_q26_2_or_t_3_3_q21_q26_2_RPN1-EVI1	C82426
Acute_Myeloid_Leukemia_with_t_16_16_p13_q22	Acute_Myeloid_Leukemia_with_t_16_16_p13_q22	C9019
Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11	Acute_Myeloid_Leukemia_with_t_16_16_p13_q22	C9019
Acute Myeloid Leukemia with t(16;16)(p13;q22)	Acute_Myeloid_Leukemia_with_t_16_16_p13_q22	C9019
Acute Myeloid Leukemia, t(16;16)(p13;q22)	Acute_Myeloid_Leukemia_with_t_16_16_p13_q22	C9019
Acute_Myeloid_Leukemia_with_t_3_3_q21_q26_2_RPN1-EVI1	Acute_Myeloid_Leukemia_with_t_3_3_q21_q26_2_RPN1-EVI1	C122717
Acute Myeloid Leukemia with t(3;3)(q21;q26.2); RPN1-EVI1	Acute_Myeloid_Leukemia_with_t_3_3_q21_q26_2_RPN1-EVI1	C122717
Acute_Myeloid_Leukemia_with_t_6_9_p23_q34_DEK-NUP214	Acute_Myeloid_Leukemia_with_t_6_9_p23_q34_DEK-NUP214	C82423
Acute Myeloid Leukemia with t(6;9)(p23;q34); DEK-NUP214	Acute_Myeloid_Leukemia_with_t_6_9_p23_q34_DEK-NUP214	C82423
Acute_Myeloid_Leukemia_with_t_7_12_q36_p13_ETV6-HLXB9	Acute_Myeloid_Leukemia_with_t_7_12_q36_p13_ETV6-HLXB9	C122690
Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6	Acute_Myeloid_Leukemia_with_t_7_12_q36_p13_ETV6-HLXB9	C122690
Acute Myeloid Leukemia with t(7;12)(q36;p13); MNX1-ETV6	Acute_Myeloid_Leukemia_with_t_7_12_q36_p13_ETV6-HLXB9	C122690
Acute_Myeloid_Leukemia_with_t_8_21_q22_q22_AML1_CBFa_ETO	Acute_Myeloid_Leukemia_with_t_8_21_q22_q22_AML1_CBFa_ETO	C9288
Acute Myeloid Leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1	Acute_Myeloid_Leukemia_with_t_8_21_q22_q22_AML1_CBFa_ETO	C9288
Acute Myeloid Leukemia with t(8;21)(q22;q22)	Acute_Myeloid_Leukemia_with_t_8_21_q22_q22_AML1_CBFa_ETO	C9288
Acute Myeloid Leukemia with t(8;21)(q22;q22)(AML1(CBFa)/ETO)	Acute_Myeloid_Leukemia_with_t_8_21_q22_q22_AML1_CBFa_ETO	C9288
Acute_Myeloid_Leukemia_with_t_9_11_p22_q23_MLLT3-MLL	Acute_Myeloid_Leukemia_with_t_9_11_p22_q23_MLLT3-MLL	C82403
Acute Myeloid Leukemia with t(9;11)(p22;q23); MLLT3-MLL	Acute_Myeloid_Leukemia_with_t_9_11_p22_q23_MLLT3-MLL	C82403
Acute Myeloid Leukemia with 11q23 (MLL) Abnormalities	Acute_Myeloid_Leukemia_with_t_9_11_p22_q23_MLLT3-MLL	C82403
Acute Myeloid Leukemia with 11q23 Abnormalities	Acute_Myeloid_Leukemia_with_t_9_11_p22_q23_MLLT3-MLL	C82403
Acute Myeloid Leukemia with MLL Abnormalities	Acute_Myeloid_Leukemia_with_t_9_11_p22_q23_MLLT3-MLL	C82403
Acute_Myeloid_Leukemia_without_Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute Myeloid Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
AML without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute Granulocytic Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute M1 Myeloid Leukemia	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute Myeloblastic Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute Myelocytic Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute Myelogenous Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute Myeloid Leukemia without Maturation (FAB M1)	Acute_Myeloid_Leukemia_without_Maturation	C3249
FAB M1	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Granulocytic Leukemia	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Granulocytic Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myeloblastic Leukemia	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myeloblastic Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myelocytic Leukemia	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myelocytic Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myelogenous Leukemia	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myelogenous Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myeloid Leukemia	Acute_Myeloid_Leukemia_without_Maturation	C3249
M1 Acute Myeloid Leukemia without Maturation	Acute_Myeloid_Leukemia_without_Maturation	C3249
Acute_Myelomonocytic_Leukemia	Acute_Myelomonocytic_Leukemia	C7463
Acute Myelomonocytic Leukemia	Acute_Myelomonocytic_Leukemia	C7463
AMML	Acute_Myelomonocytic_Leukemia	C7463
Acute M4 Myeloid Leukemia	Acute_Myelomonocytic_Leukemia	C7463
Acute Myelomonocytic Leukemia (FAB Type M4)	Acute_Myelomonocytic_Leukemia	C7463
Acute_Myelomonocytic_Leukemia_with_Abnormal_Eosinophils	Acute_Myelomonocytic_Leukemia_with_Abnormal_Eosinophils	C9020
Acute Myelomonocytic Leukemia with Abnormal Eosinophils	Acute_Myelomonocytic_Leukemia_with_Abnormal_Eosinophils	C9020
AMML Eo	Acute_Myelomonocytic_Leukemia_with_Abnormal_Eosinophils	C9020
FAB M4Eo	Acute_Myelomonocytic_Leukemia_with_Abnormal_Eosinophils	C9020
Acute_Myelomonocytic_Leukemia_without_Abnormal_Eosinophils	Acute_Myelomonocytic_Leukemia_without_Abnormal_Eosinophils	C42779
Acute Myelomonocytic Leukemia without Abnormal Eosinophils	Acute_Myelomonocytic_Leukemia_without_Abnormal_Eosinophils	C42779
Acute_Panmyelosis_with_Myelofibrosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute Panmyelosis with Myelofibrosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
APMF	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute (Malignant) Myelofibrosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute (Malignant) Myelosclerosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute Myelofibrosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute Myelosclerosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute Panmyelosis	Acute_Panmyelosis_with_Myelofibrosis	C4344
Acute_Promyelocytic_Leukemia	Acute_Promyelocytic_Leukemia	C3182
Acute Promyelocytic Leukemia with t(15;17)(q22;q12); PML-RARA	Acute_Promyelocytic_Leukemia	C3182
AML with t(15;17)(q22;q12)	Acute_Promyelocytic_Leukemia	C3182
APL	Acute_Promyelocytic_Leukemia	C3182
APML	Acute_Promyelocytic_Leukemia	C3182
APML - Acute promyelocytic leukemia	Acute_Promyelocytic_Leukemia	C3182
Acute Promyelocytic Leukemia	Acute_Promyelocytic_Leukemia	C3182
Acute Promyelocytic Leukemia with t(15;17)(q22;q12); PML/RARA	Acute_Promyelocytic_Leukemia	C3182
Acute promyelocytic leukemia	Acute_Promyelocytic_Leukemia	C3182
FAB M3	Acute_Promyelocytic_Leukemia	C3182
Promyelocytic Leukemia	Acute_Promyelocytic_Leukemia	C3182
acute promyelocytic leukemia	Acute_Promyelocytic_Leukemia	C3182
promyelocytic leukemia	Acute_Promyelocytic_Leukemia	C3182
Acute_Promyelocytic_Leukemia_with_Variant_Translocations	Acute_Promyelocytic_Leukemia_with_Variant_Translocations	C36055
Acute Myeloid Leukemia with a Variant RARA Translocation	Acute_Promyelocytic_Leukemia_with_Variant_Translocations	C36055
Acute_Promyelocytic_Leukemia_with_t_11_17_q13_q21	Acute_Promyelocytic_Leukemia_with_t_11_17_q13_q21	C36058
Acute Myeloid Leukemia with t(11;17)(q13;q21)	Acute_Promyelocytic_Leukemia_with_t_11_17_q13_q21	C36058
Acute Promyelocytic Leukemia with t(11;17)(q13;q21); NUMA1-RARA	Acute_Promyelocytic_Leukemia_with_t_11_17_q13_q21	C36058
Acute_Promyelocytic_Leukemia_with_t_11_17_q23_q21	Acute_Promyelocytic_Leukemia_with_t_11_17_q23_q21	C36056
Acute Myeloid Leukemia with t(11;17)(q23;q21)	Acute_Promyelocytic_Leukemia_with_t_11_17_q23_q21	C36056
Acute Promyelocytic Leukemia with t(11;17)(q23;q21); PLZF-RARA	Acute_Promyelocytic_Leukemia_with_t_11_17_q23_q21	C36056
